,nickname,rating,title,voice,author,review,created,publish
381,네이처파운드,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,기대됩니다,2020.02.19,한국교육방송공사
382,꿈을볶는카페커피베이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,기대되요,2020.02.19,한국교육방송공사
383,아산둔포황소야,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.19,한국교육방송공사
384,꿀펭수,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정형석 성우님 목소리 너무 좋아요,2020.02.19,한국교육방송공사
385,나이스가이72,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이들에게 들려 주면 좋겠네요,2020.02.19,한국교육방송공사
386,혜찌니,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴때 본 책이라 그런가 더 흥미진진하네요,2020.02.19,한국교육방송공사
387,벅스턴,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,다들 모를수없는 책이죠,2020.02.19,한국교육방송공사
388,태랑나가신다,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴적 이야기들을 다시 들어보니 좋은거 같네요~,2020.02.19,한국교육방송공사
389,gakgak,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어렸적 책으로 읽었던것을 오디오로 들으니 새롭네요.,2020.02.19,한국교육방송공사
390,tibo,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"재미있고 신기한 에피소드가  가득한 소설이어서 아껴서 읽었던 기억이  떠오릅니다.
성우의  낭독으로 들으니 새롭고 귀기울이게 되네요.",2020.02.19,한국교육방송공사
391,누커스,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,Nice~~,2020.02.19,한국교육방송공사
392,꺆꺆꺆,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사
393,웅크린냥이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,기대됩니다,2020.02.19,한국교육방송공사
394,스티브잡스너,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사
395,놀아줘제발,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋음,2020.02.19,한국교육방송공사
396,미녀배우님,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이에게 들려주니 재미있게 들어요^^,2020.02.19,한국교육방송공사
397,erdkrri,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들엇습니다 넘 좋네요!,2020.02.19,한국교육방송공사
398,JP,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,기대해봅니다,2020.02.19,한국교육방송공사
399,흐흐앙,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사
400,니스테르,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사
401,하미슬이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴적에 본 만화인데 성우님 목소리로 들으니 좋네요,2020.02.19,한국교육방송공사
402,심심한걸,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요~^^,2020.02.19,한국교육방송공사
403,앗싸라05,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정말 여행하는것갇아요,2020.02.19,한국교육방송공사
404,재은애비,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,옛날에 읽은 책을 오디오로 들으니 새로운 느낌이 드는 것 같습니다,2020.02.19,한국교육방송공사
405,환희루희결희아빠,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요,2020.02.19,한국교육방송공사
406,truffle,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.19,한국교육방송공사
407,419,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요,2020.02.19,한국교육방송공사
408,wsxcgf,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,오디오북으로 들으니 상상력이 더 풍부해진것 같아요.^^,2020.02.19,한국교육방송공사
409,바른말쟁이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"내용 좋습니다.
잘 듣겠습니다.",2020.02.19,한국교육방송공사
410,하얀사슴,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.19,한국교육방송공사
411,iy56,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.19,한국교육방송공사
412,큐트보이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들을께요~,2020.02.19,한국교육방송공사
413,hoot720,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,소인국과 거인국을 모험하는 이야기가 정말 흥미진진하고 재밌었는데 오디오로 들으니 좋네요 ~^^,2020.02.19,한국교육방송공사
414,해피1003,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.19,한국교육방송공사
415,에르네스또,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.19,한국교육방송공사
416,김어준사랑해,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 잘 듣고있습니다,2020.02.19,한국교육방송공사
417,알렉스퍼기,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정말좋아요,2020.02.19,한국교육방송공사
418,신물방일,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미있어요.,2020.02.19,한국교육방송공사
419,짱승히아로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,베리굿,2020.02.19,한국교육방송공사
420,유리라고요,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사
421,마음이음2,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,이벤트덕분에 알게되었습니다.구독합니다,2020.02.19,한국교육방송공사
422,천도복숭아,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.19,한국교육방송공사
423,꼬꼬리코돌격대,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,직접 책으로 읽는 것보다 더 집중이 잘 되었습니다!!,2020.02.19,한국교육방송공사
424,tonikroos,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.19,한국교육방송공사
425,훈00,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,짱~~,2020.02.19,한국교육방송공사
426,빽가짝꿍,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사
427,thestone,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,믿고 듣는 팟빵 오디오북이네요ㅎ 더 좋은 오디오 콘텐츠 부탁드립니다~~,2020.02.19,한국교육방송공사
428,daca5656,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사
429,마임,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"어릴때 읽고 애들까지 읽은 걸리버여행기 
동심으로 돌아가네요",2020.02.19,한국교육방송공사
430,지니야부탁해,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어렸을때 읽었던 기억이 새록새록 나네요. 너무 좋아요.,2020.02.19,한국교육방송공사
431,링엇,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잼나요,2020.02.19,한국교육방송공사
432,podcastcho,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사
433,러브훈아,60,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,조금더잔잔한분위기면좋겠습니다,2020.02.19,한국교육방송공사
434,2020미스맥심김환,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,짱ㅎㅎㅎ,2020.02.19,한국교육방송공사
435,미다진구,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"걸리버 여행기를  오디오북으로 만나서 기뻐요
전문 성우님의 목소리가 너무 잘 들려요
고맙습니다♥ 응원합니다♥♥♥",2020.02.19,한국교육방송공사
436,이궁우궁,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사
437,개털,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,참 좋아요,2020.02.19,한국교육방송공사
438,miltaiji,60,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~~,2020.02.19,한국교육방송공사
439,미들점퍼,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 때 듣기 참 좋네요,2020.02.19,한국교육방송공사
440,소시앓이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,우리 아이들이 장발장을 넘 재미있게 들어서 바로 결제했어요 소리로 듣는책. 넘 매력있어요 두분 목소리로 듣다니 정말 짱입니다~♥,2020.01.23,한국교육방송공사
441,Mizw,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿,2020.01.16,한국교육방송공사
442,jupiter76,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이랑 같이 잠 잘때 들으면 좋을거 같습니다,2019.12.02,한국교육방송공사
443,쭈루쭈루쭈루,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 너무 재밌어요.장 발장 짱!!!~^^,2020.03.21,한국교육방송공사
444,jiny103,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,어렸을때 생각나네요,2020.02.26,한국교육방송공사
445,best422,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,오디오북 중에 이 정도면 고퀄이네요~ 들을만 합니다^^,2020.02.26,한국교육방송공사
446,끄적이15,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,아이들하고 같이 들으니 참 좋아요.,2020.02.26,한국교육방송공사
447,회색이그레이색이야,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,장발장 최고입니다!,2020.02.26,한국교육방송공사
448,촛불은영원해야한다,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.26,한국교육방송공사
449,하브,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,정말 이름만 알고 정확한 내용은 기억이 가물가물 했는 데 이번 기회에 완전히 이해 되서 강추!!,2020.02.26,한국교육방송공사
450,pimono,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,책 영화와 어떤 차이가 있는지 궁금하네요,2020.02.26,한국교육방송공사
451,찰리찰리,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있어요,2020.02.26,한국교육방송공사
452,킹갓반페르시,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,유익하네요,2020.02.26,한국교육방송공사
453,힉스입자,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,유익합니다,2020.02.26,한국교육방송공사
454,용돈이zerg냐,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,읽어주시는데 감정까지 담겨 있어 좋아요,2020.02.26,한국교육방송공사
455,아시안컵,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,장발장이 팟빵에!!! 조아여~,2020.02.26,한국교육방송공사
456,옐키,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,운동하면서 듣기 좋아요,2020.02.26,한국교육방송공사
457,니체짱,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,고전으로 들어봅니다,2020.02.26,한국교육방송공사
458,송강호,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 재미있어요,2020.02.26,한국교육방송공사
459,매이미mm,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,일하면서 듣기 딱입니다,2020.02.26,한국교육방송공사
460,전설의깜보,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,내용만 대충 알고있었는데 이렇게 오디오북 으로 듣게되니 좋네요,2020.02.26,한국교육방송공사
461,sooozy,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,성우분들 목소리가 너무 좋아서 다음편도 듣고 싶어집니다. 게다가 장발장이라니....너무 좋아요,2020.02.26,한국교육방송공사
462,lauder,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,독서하는걸 조금 주저하는 학생들에게 추천해 주고 싶네요. 아는 내용이지만 들으니 집중되네요.,2020.02.26,한국교육방송공사
463,jsonlimfaith ,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,장발장 재미있네요,2020.02.26,한국교육방송공사
464,하윤파파,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,정말 좋아하는 소설인데 듣기 좋아요,2020.02.26,한국교육방송공사
465,살라뽀글이,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,굿,2020.02.26,한국교육방송공사
466,양배추샐러드,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,"내용에 맞는 배경음악과 효과음이 있고, 등장인물마다 다른 음성으로 읽어주니 다른오디오북보다 몰입되고 좋네요.",2020.02.26,한국교육방송공사
467,82키로미터,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,굿굿베리굿~듣기편해요,2020.02.26,한국교육방송공사
468,hands6035,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.26,한국교육방송공사
469,citizen94,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,자기전에 들으면 좋네요,2020.02.26,한국교육방송공사
470,이제갱생,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,''어린아이때 들은것과 자라나서 어른이되서 들으니 감회가 새롭습니다'',2020.02.26,한국교육방송공사
471,암거렉,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,오디오로 들으니 새롭습니다,2020.02.26,한국교육방송공사
472,펭수펭하펭바,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있어요,2020.02.26,한국교육방송공사
473,baboss,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,장발장 훌륭해요,2020.02.26,한국교육방송공사
474,흠야,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있어요!,2020.02.26,한국교육방송공사
475,끼바,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,귀로 듣는 색다른  맛,2020.02.26,한국교육방송공사
476,크로스c,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아여,2020.02.26,한국교육방송공사
477,lesmise,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들을게요,2020.02.26,한국교육방송공사
478,커피먹자,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,화이팅,2020.02.26,한국교육방송공사
479,dollf,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무좋네요,2020.02.26,한국교육방송공사
480,캬캬캬노,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 좋네요 타 업무를 보면서 들을수 있어 좋네요,2020.02.26,한국교육방송공사
481,혜순sz,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.26,한국교육방송공사
482,공장경비원,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있게 들었어요,2020.02.26,한국교육방송공사
483,밤턴소년단,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요.,2020.02.26,한국교육방송공사
484,가라허,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아여,2020.02.26,한국교육방송공사
485,브람스00,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,고전 감사합니다 ❤️,2020.02.26,한국교육방송공사
486,WizOne,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,"장발장 no no
레미제라블 YES",2020.02.26,한국교육방송공사
487,코끼리311,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있네,2020.02.26,한국교육방송공사
488,빠리의감자,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,조아요,2020.02.26,한국교육방송공사
489,JTY,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.26,한국교육방송공사
490,말레나,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,빅토르 위고!!! 말이 더 필요없죠!!!,2020.02.25,한국교육방송공사
491,부산기장갈매기들,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,추천합니다.,2020.02.25,한국교육방송공사
492,loogie88,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,추천합니다,2020.02.25,한국교육방송공사
493,청솔모,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요.,2020.02.25,한국교육방송공사
494,하늘로간호수,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사
495,쭌팔,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요~,2020.02.25,한국교육방송공사
496,켄신6,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,목소리가 너무 좋으세요 감사합니다,2020.02.25,한국교육방송공사
497,엘리브,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋습니다,2020.02.25,한국교육방송공사
498,흥칫뿡꽥,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재밌게 잘 들었습니다.,2020.02.25,한국교육방송공사
499,도겸민서,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣고 재미났습니다,2020.02.25,한국교육방송공사
500,주야파파,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.25,한국교육방송공사
501,나이야르르,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었어요,2020.02.25,한국교육방송공사
502,no10루니,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사
503,ssu711,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잼나요~~~^-^,2020.02.25,한국교육방송공사
504,림79,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사
505,워브,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋네요. 감사합니다.,2020.02.25,한국교육방송공사
506,가뎐,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사
507,Zentomino,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다 ㅎㅎ,2020.02.25,한국교육방송공사
508,그레이빈,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,이동시 듣기 너무 좋아요..^^,2020.02.25,한국교육방송공사
509,히히덕,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,목소리가 참 좋으시다,2020.02.25,한국교육방송공사
510,중국와이파이,50,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있네요,2020.02.25,한국교육방송공사
511,syd60,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋습니다,2020.02.25,한국교육방송공사
512,엘리브나무,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,아이들에게 들려주기 좋겠네요,2020.02.25,한국교육방송공사
513,reilth,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,듣기 편안하고좋아요,2020.02.25,한국교육방송공사
514,ehgusrjsgh,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,어렸을 때 책으로 재밌게 읽었는데 오디오북으로 들으니 신선하네요,2020.02.25,한국교육방송공사
515,가출소년,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.25,한국교육방송공사
516,민민갠,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잔잔한 감동이 있어요,2020.02.25,한국교육방송공사
517,091222,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘때 들으면 잠이 솔솔 오네요..,2020.02.25,한국교육방송공사
518,던힐발란스,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,자기전에 잘듣는데. 편하고 좋네요,2020.02.25,한국교육방송공사
519,바티스타,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다.,2020.02.25,한국교육방송공사
520,난초천사,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,재미있네요 ^^,2020.02.25,한국교육방송공사
521,크로노스1,60,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,밤에 듣기 좋겠네요,2020.02.25,한국교육방송공사
522,올리브나무숲,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋은 콘텐츠 감사해요^^,2020.02.25,한국교육방송공사
523,건강콩이,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사
524,ahdcl1020,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,읽지않고 들으니 색다르네요,2020.02.25,한국교육방송공사
525,유로따리,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,양질의 컨텐츠 좋아요 ㅎㅎ,2020.02.25,한국교육방송공사
526,우아한오아,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요 감사합니다,2020.02.25,한국교육방송공사
527,2020합격자,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,평소좋아하던작품인데 이렇게 듣게되네요 듣기  편안해요,2020.02.25,한국교육방송공사
528,ㄱㄹㄴㅁ,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요좋아요,2020.02.25,한국교육방송공사
529,나룻배와행인,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣겠습니다,2020.02.25,한국교육방송공사
530,지구공주,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사
531,popo12,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사
532,수번의찰나,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,고퀄리티네요,2020.02.25,한국교육방송공사
533,차군아커피,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,파이팅입니다,2020.02.25,한국교육방송공사
534,takeme2dmoon,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,고전... 책장에 꽂혀있지만 잘 읽지 않게되죠. 출퇴근길 듣기에 좋습니다.,2020.02.25,한국교육방송공사
535,빠라까라빠라,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣겠습니다,2020.02.25,한국교육방송공사
536,1만원주라고,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.25,한국교육방송공사
537,gj주,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사
538,mo0225,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 좋아요,2020.02.24,한국교육방송공사
539,박종윤존맛,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,뮤지컬레미제라블이떠오르네요ㅎ,2020.02.24,한국교육방송공사
540,듣고있어요,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,귀호강~~,2020.02.24,한국교육방송공사
541,kys4107,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,레미제라블을 또 보고 싶게 만드네요,2020.02.24,한국교육방송공사
542,중앙돌파다,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,머리 기르고 싶어지네요.,2020.02.24,한국교육방송공사
543,Chivarly,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,죄수번호 24601!!,2020.02.24,한국교육방송공사
544,저는그러한면을삶아오지않았습니다,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,레미제라블!!,2020.02.24,한국교육방송공사
545,punx1545,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
546,mbox2,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,처음듣는 전집이네요  잘듣겠습니다,2020.02.24,한국교육방송공사
547,넉언니,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,들어볼게요^^,2020.02.24,한국교육방송공사
548,conan34,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
549,젠니,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
550,건바이건,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋았습니다,2020.02.24,한국교육방송공사
551,돌격돼지,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
552,로이야드,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사
553,비스트마린,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
554,노략질약탈,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사
555,kdb17,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
556,hardstack7,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋네요,2020.02.24,한국교육방송공사
557,진진꾸냥,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,목소리 좋네요,2020.02.24,한국교육방송공사
558,칰티즌,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 잘 들었습니다,2020.02.24,한국교육방송공사
559,7790,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,생동감 넘치는 컨텐츠네요,2020.02.24,한국교육방송공사
560,행복하자810,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사
561,요조,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,아이들이 들으면서 집중을 잘하고 좋네요,2020.02.24,한국교육방송공사
562,lke,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요♡♡♡♡♡,2020.02.24,한국교육방송공사
563,소리를먹는다,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사
564,은하로,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣고 갑니다,2020.02.24,한국교육방송공사
565,종윤의그날,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었어요!!!!,2020.02.24,한국교육방송공사
566,전력질주80,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,편안해요,2020.02.24,한국교육방송공사
