,nickname,created,review,title,author,voice
7,체리블러썸,2020-06-24 23:28,잘 들어요.,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
8,무스비,2020-05-08 16:47,오버더 시리즈 퀄리티는 다른 오디오북이랑 비교불가에요ㅠㅠ,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
9,펭후,2020-04-30 01:55,미스트 까지 듣고 네뷸러 또 듣는데성우분들 낭독이나 연기가 그냥책속에 완전 빠져들게 하네요!,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
10,하늬다람,2020-03-25 22:14,"귀로 들으니까, 네뷸러 만의 유쾌하면서도 쓴 맛이 톡톡 터지는 느낌이 더 잘 살아나는 듯 합니다.시영준 성우님의 전투 함성 연기도 좋았어요 ㅋㅋ마지막 티르와 쿤의 대화 부분을 개인적으로 가장 좋아하는데, 성우분들 연기를 너무 잘해주셔서 좋은 기억으로 남을 것 같습니다!미스트 아까워서 어떻게 들을지 ㅜ ㅜ.. 빨리 눈마새를 줘요!!!",오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
11,yang****,2020-03-24 18:27,"챕터 2 79:33 부터 배경음악이 깔리는데 80:00 에 툭하고 끊깁니다. 내용상 사건의 전말이 밝혀지는 부분이라 음악이 긴장감을 주는데, 티르와 이파리의 대화가 끝날 때까지는 이어져야 자연스러울 것 같아요.",오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
12,화홍,2020-03-22 17:08,너무너무 잘 듣고 있어요! 그런데 재생시간이 좀 이상한 것 같아요 매 트랙마다 내용이 끝난 뒤에 바로 다음 트랙으로 넘어가지않고 아무 소리도 나오지 않는 구간이 20~30초 정도 있네요 호라이즌이랑 미스트는 안 그렇던데 오류인가요?,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
13,은월하,2020-03-18 21:42,장민혁 성우님 목소리 너무 듣기 편하네요 집중해서 잘 들을 수 있었습니다,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
14,해리,2020-03-18 12:19,오디오북 잘들을게요~!!,오버 더 네뷸러,이영도,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
0,어린왕자의꿈,2020-11-22 11:57,목소리가 너무 산뜻하고 편안하네요 좋아요,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
1,Siri,2020-11-15 12:27,길이 막히는 고속도로위에서 은은하게 울리는 이병률시인의 따뜻함... 지루함이 설레임으로 바뀌는 순간이었어요. 줄지어 내 옆에 있는 차들이 예뻐보일정도로~ 감사합니다. 힘든 시간을 견디는 사람들을 위해서 앞으로 더 따뜻하고 유쾌한 이야기 들려주셔요. 응원합니다!,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
2,김은정,2020-11-12 23:57,3번 반복하고 노트에 받아 적었습니다.목소리도 글도 너무 좋아요.덕분에 이밤 무척 아름답습니다.,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
3,프릴,2020-11-12 15:53,너무 좋아요,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
4,claf****,2020-11-12 11:51,"""바람이 분다 당신이 좋다""도 읽기 좋았습니다.작가님의 목소리가 차분하여 조금 놀랐지만 그래서 듣는 동안 편안해지는 기분이 들었습니다잘 들었고 감사합니다!!",내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
5,utk5****,2020-11-12 11:03,작가님의 끌림도 너무좋았는데  내 옆에 있는 사람도  너무 따뜻하고 여러가지 감정을 느끼게 하는  여행산문집이군요작가님의 목소리도  편안하고 따뜻합니다  이쓸쓸한 계절에  많은 위로가 됩니다  감사합니다 ~~~~,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
6,ㅃ ㅣㅃ ㅣ,2020-11-04 18:40,"매일매일 심심해하지 말라고, 이리 큰 선물을 주시나봅니다~♡ 많이 울고, 지친 가을였는데.... 올해는 설레임이 가득한 가을을 보내고 있습니다~. 제가 드릴수 있는 보답은 늘 작가님 곁에서 응원하는 팬이 될게요~^^  찬공기가 가득해진 계절에 만났어요~ 감기조심하시고 오래오래 보아요~",내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
7,bluedie,2020-11-03 06:03,어제 저녁 집안일하면서 아이들과 끌림을 들었는데 이젠 내 옆에 있는사람을 들어야겠네요. 가을에 잘 어울리시는 목소리에요. 잘 듣겠습니다.,내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
8,햇살곰,2020-11-02 23:22,"""오래 같이 가자""라는 말 참 아름답네요. <내 옆에 있는 사람> 오디오북 이 번 달에 나오겠지했는데, 오늘이었네요^^ 고맙습니다.",내 옆에 있는 사람 (이병률 여행산문집),이병률,이병률
0,koko****,2020-11-10 07:30,세계사를 가볍게 듣게 되니 넘 좋아요..,보이는 경제 세계사,오형규,오은수
1,이시연,2019-07-23 21:22,넘 좋았어요 내용이 유익합니다^^,보이는 경제 세계사,오형규,오은수
0,케타,2020-08-19 16:58,연출 넘 좋아욤 굿,언어의 온도,이기주,남윤수
1,체크,2020-08-19 16:57,,언어의 온도,이기주,남윤수
2,세현,2020-08-14 20:14,윤수오빠... 매일 들을거야...,언어의 온도,이기주,남윤수
3,호호,2020-08-13 22:12,남윤수라니 ㅠㅠ 이건 꼭 사야대,언어의 온도,이기주,남윤수
4,까미언니,2020-08-12 11:42,우와 대박,언어의 온도,이기주,남윤수
5,김욤,2020-08-12 11:36,너무 좋아요!,언어의 온도,이기주,남윤수
0,행복가득,2018-12-02 05:58,요뱍분이라 구매 망설이고 있네요ㅠㅠ,조선 왕조 스캔들,신명호,김주호
1,ccc5****,2018-11-04 16:16,문전부 요약본이냐?,조선 왕조 스캔들,신명호,김주호
2,착한거인,2018-10-14 20:31,,조선 왕조 스캔들,신명호,김주호
3,착한거인,2018-10-14 20:31,진짜제미있어요,조선 왕조 스캔들,신명호,김주호
4,착한거인,2018-10-10 22:10,,조선 왕조 스캔들,신명호,김주호
5,착한거인,2018-10-10 22:10,역사가 쏙쏙 들어오네요,조선 왕조 스캔들,신명호,김주호
0,JIANGHONGLIAN,2020-09-12 08:01,너무 좋아요 근해서 데일카네기 전권 읽어주세요 ㅠㅠ 다 필요해요 모두 다 집에 전권 책이 다 있는데 오디오가 편해요 ㅠㅠ 부탁드립니다,데일 카네기 인간관계론,데일 카네기,민승우
1,Seouness,2020-09-08 20:53,그렇다 누구의 말이다 그는 그렇게 말했다 사실 그는 그랬다 이랬다 저랬다 그도 마찬가지다 책을 읽어라 마음이 답답해진다,데일 카네기 인간관계론,데일 카네기,민승우
2,서너개,2020-06-07 21:03,요즘같은 시기와는 약간의 온도차가 있는것 같네요성이 중요하다는 것을 강조하기만 할뿐 ..요즘은 그걸 모르는건 아닌데...원하는   그런 깊이의 부분은 아예 없어요 그저 책을 읽어라로 끝나네요,데일 카네기 인간관계론,데일 카네기,민승우
3,우유우헤헷,2020-06-06 01:47,서정적 느낌이 강해서 마음이 편안해지네요~^^,데일 카네기 인간관계론,데일 카네기,민승우
4,irene,2020-06-01 20:03,말 끝이 올라가는 부분이 많은거같은데 좀 더 자연스럽게 읽었으면 어땠을까요? 민승우님 다음 오디오북 기대됩니다,데일 카네기 인간관계론,데일 카네기,민승우
5,공공,2020-06-01 15:25,빌려서도 봐야겠네요,데일 카네기 인간관계론,데일 카네기,민승우
6,오,2020-06-01 14:19,정말 좋은책입니다,데일 카네기 인간관계론,데일 카네기,민승우
7,밍크,2020-06-01 10:49,프롤로그는  패스하세요..프롤로그 듣고 이 책 읽고 싶은 마음이 싹 사라지네요..,데일 카네기 인간관계론,데일 카네기,민승우
8,뚜룽,2020-04-20 23:23,이만 총총.. ㅋㅋㅋㅋㅋ,데일 카네기 인간관계론,데일 카네기,민승우
9,00,2020-04-20 20:24,"소크라테스가 대머리 벗겨진 40대를 넘긴 나이에 10대 소녀와 결혼한 것이 그의 명성에 아무런 영향을 미치지 못한 것은 그만큼 에페보필리아에 대한 경각심도, 여성청소년에 대한 보호도 없었던 미개한 시대였기 때문이겠죠. 헌데 그런 역겨운 내용이 현명한 사람의 예시로 쓰여지다니, 이 책을 사지 않아야 할 이유가 분명히 드러나는 대목인 듯 싶습니다.",데일 카네기 인간관계론,데일 카네기,민승우
10,smil****,2020-04-20 20:06,집중 잘돼요. 성우님 낭독 최고~!!!,데일 카네기 인간관계론,데일 카네기,민승우
11,손수경,2020-04-20 11:31,오늘 무료라 들어보고있는데 내용이 맘에 들어서 방금 종이책 주문했어요 옆에 두고두고 읽어야겠어요!,데일 카네기 인간관계론,데일 카네기,민승우
12,티파니,2020-04-20 10:07,민승우 성우님 목소리 매우 좋네요! 책하고도 잘 어울려요!,데일 카네기 인간관계론,데일 카네기,민승우
13,티파니,2020-04-20 10:07,,데일 카네기 인간관계론,데일 카네기,민승우
14,우나이 가가멜,2020-04-20 00:35,,데일 카네기 인간관계론,데일 카네기,민승우
15,담장이덩굴,2020-04-19 07:34,연기 할 때하고 달라서 놀랐어요ㅎㅎ 좀 아쉽다~,데일 카네기 인간관계론,데일 카네기,민승우
16,행복하게 살자,2020-04-07 11:09,휴대폰으로 구매후 재생에 실패했습니다 메세지가 나와요,데일 카네기 인간관계론,데일 카네기,민승우
17,제시카,2020-04-02 05:01,"이미 종이책을 소장하고 있어서 오디오북을 영구소장으로 구입하고 싶은데요 배경음악이 너무 거슬려서 구입이 꺼려져요 배경음악 때문에 성우 목소리에 집중이 안되고, 배경음악 자체가 기업 홍보 PPT에 삽입하는 사운드 같아요",데일 카네기 인간관계론,데일 카네기,민승우
0,MONG,2020-11-09 20:46,슬픔을 억누르고 억누르다 결국은 어떻게 슬퍼해야 하는지도 모르는 사람이 엄마였다.,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
1,석률,2020-11-08 12:53,이솜님 목소리가 쇼코와 소유 둘다 넘 잘어울리네요~ 약간 허스키하면서도 톤이 고르고 서늘한 느낌 가을에서 겨울로 넘어가는 요즘에 빠져드는 목소리~ 다음 오디오북 작품도 기대할게요^^ 소공녀/삼토반 잘봤어요❤️,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
2,나,2020-11-03 19:28,이솜님과 책에 담긴 느낌이  너무 잘 어울려요평소 종이책을 선호하는데 이번 기회로 오디오 북에 빠질꺼같네요♡,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
3,지렁,2020-10-20 12:55,"이솜배우님 목소리와 최은영 작가님 문장이 너무 잘어울려요,,, 일주일 꼬박 점심시간에 아껴서 들었습니다 :) 너무 좋은 녹음 감사드려요!!!",쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
4,MINHYE,2020-08-29 01:26,너무 좋았어요 다른 편도 낭독해주시면 좋을 것 같아요!,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
5,동네개님,2020-08-14 02:51,이솜배우덕분에 문장하나하나 편안하게 집중하며 들을수있었어요,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
6,Lololo,2020-08-05 00:15,"너무 좋네요. 처음에는 이솜님 호흡과 톤이 좋아 결제를 했는데, 잠깐 나른해졌다가 집중해서 들으면서 눈물 흘리기도 하고... 글자로 보는 것보다 몰입이 잘 되었습니다.",쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
7,짹짹,2020-07-23 04:04,이솜씨 낭독 정말로 좋네요,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
8,ㅎㅇ,2020-06-12 22:21,아 ㅠㅠ 너무 좋게 들었습니다 오랜만에 ...,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
9,kn,2020-06-08 02:34,이솜님 목소리가 듣기 편해서 좋아요집중이 잘되네요잘때마다 틀어놓고 듣다가 잠들곤 합니다오디오북은 이게 처음인데 덕분에 시작이 좋아요.,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
10,우나이 가가멜,2020-04-27 11:17,아.. 쇼코의미소에 실린 다른 단편도 있으면 좋겠네요 ㅎㅎ,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
11,장예영,2020-04-22 02:12,꼭 쇼코의 미소 책 안에 다른 단편들도 이솜님 목소리로 듣고싶어요. 제발 부탁드립니다 ㅠ 한지와 영주 꼭 듣고싶어요......,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
12,두목밥,2020-04-03 13:50,크 너무 짱이다.....,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
13,솔방울나간다,2020-02-10 20:41,"최은영 작가님의 쇼코의 미소, 책으로 읽었을 때 두고두고 곁에 두고 싶을 정도로 인상깊었는데 이렇게 오디오북으로 만나게 되어 기쁩니다. 앞으로도 좋은 작품 부탁드려요.",쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
14,유효,2020-02-10 20:03,너무 좋아하는 책입니다! 오디오북도 있다니 좋네요~,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
15,훙훙,2020-02-10 18:44,많이 울었던 책입니다.,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
16,귤,2020-02-10 17:20,책도 목소리도 좋네요!ㅠㅠ,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
17,w785****,2020-01-29 02:11,이솜언니 ㅠㅠㅠ목소리 진짜 ㅠㅠ사랑해요,쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
18,thdnjstjdcnl,2020-01-23 00:38,"제발 이솜님 모시고 책 한권 완독해주세요ㅠㅠㅠ처음으로 오디오북을 들어보았습니다. 처음 들어오자 마자 발견한게 이 쇼코의 미소입니다. 사실 책은 생소했지만 최근에 본 영화 중에서 이솜님의 음색, 호흡 연기톤을 인상깊게 보았기때문에 홀린듯이 들어왔죠.. 첫 마디를 듣는 순간 결제해버렸습니다. 듣고 또 듣고 아껴아껴 듣고있습니다. 너무 짧아서 듣는 매 순간이 아깝습니다...ㅠㅠ 미리 다른 오디오북들을 탐색하고 있지만, 처음 부터 이솜님을 들어서 그런가 다른 것들은 쉬이 성에 차지 않습니다.. 살려주세요.. 이솜님을 다시 모셔주십시오ㅠ",쇼코의 미소 (배우 이솜 낭독),최은영,배우 이솜
0,파주전문가Kim,2020-11-11 22:20,유익하네요^^,부의 확장,천영록 외 1인,정현성
1,겸허한 자본주의자,2020-11-10 14:27,대여해서 잘 듣고 있습니다.,부의 확장,천영록 외 1인,정현성
2,한 화백,2020-11-08 20:40,대여해서 마자 듣고 책은 따로 구매해서 별도로 봐야겠습니다 너무 좋은 책이에요,부의 확장,천영록 외 1인,정현성
3,EBX,2020-11-08 19:32,"불법촬영과 개인정보 불법수집과 유포를 막기 위해서 링크를 클릭하시고, 추천해주세요. 여러분의 소중한 개인정보 지키시길 바랍니다. https://www1.president.go.kr/forums/236109",부의 확장,천영록 외 1인,정현성
4,abc,2020-11-08 18:29,실용적이기보단 관념적..,부의 확장,천영록 외 1인,정현성
5,노저지먼트,2020-11-08 02:05,1.2배로 들으니 딱 듣기 좋아요~^^ 뻔한 자기계발서 같은 내용이 아닌 작가만의 독창적인 서술화법으로 ‘돈 버는 법’에 대해 들려주니 흥미롭습니다~ 듣기 시작하길 잘 한듯요~ ㅎㅎ,부의 확장,천영록 외 1인,정현성
6,혼이담긴댓글,2020-11-07 21:33,앞부분은 두리뭉실한 얘기 같았는데 중간부터 무형자산 개념이 나오면서 도움이 많이 되네요. 새로운 시각을 열어주었습니다.,부의 확장,천영록 외 1인,정현성
7,안녕수아씨,2020-11-07 11:21,자꾸 오디오가 끊기는것 같습니다 ~~무료로 듣다가 대여해보려 해요^^,부의 확장,천영록 외 1인,정현성
8,앤다이아,2020-11-07 09:31,감사합니다 잘 들어볼게요,부의 확장,천영록 외 1인,정현성
9,nazn****,2020-11-07 00:25,천영록저자 목소리가 더 좋았을 텐데 ㅎㅎ,부의 확장,천영록 외 1인,정현성
0,휘마,20시간 전,당연히 영구소장이죠. 기다렸어요. 작가님 내내 건강하세요.,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
1,Gyeong,2020-11-21 05:31,매 애피소드마다 음미할 수 있는 무언가가 있어서 좋았습니다. 좋은 글 좋은 이벤트 감사합니다,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
2,밍크,2020-11-20 22:12,쓰지 않으므로  시를 지킨 백석 시인왠지 눈물이 날것 같네요.좋은글 감사합니다 ~^^,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
3,차단지,2020-11-20 12:04,연재때챙겨듣고 책구매해서 읽으며 밑줄긋고오늘 다시들으며 이 가을날의 쓸쓸함과 잘어울리는소설이라는생각이 듭니다올 한해 저에게 최고의책이였어요,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
4,나무,2020-11-20 09:35,연재해주실 때 꼬박꼬박 챙겨들었어요. 작가님의 목소리도 소설의 내용도 마음을 차분하게 해주었거든요. 주인공들의 마음과 말씨에 빠져들기도 하고 엉엉 울기도 하며... 오늘도 감사히 잘 들을께요~^^,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
5,sue,2020-11-20 02:03,드디어! 정주행 해볼게요 🙂,<일곱 해의 마지막> 완전판 오디오북 (김연수 작가 낭독),김연수,김연수
0,늦깍이,2020-11-04 13:27,난 90년대생인데 이책이 왜존재하는지 모르겟다나보다 더 90년대생에대해 모르는듯,90년생이 온다,임홍택,장병관
1,초단맘ㅋ,2020-09-22 13:35,"도서관 갈때마다 대여하려고 보면 항상 이미 대출중이더라구요.아쉬운대로 요약본 오디오듣기로 들었는데,90년대생을 이해하는데 많은 도움이 되었습니다.책으로 다시 한번 읽어보려구요!!",90년생이 온다,임홍택,장병관
2,keh2484,2020-09-01 08:28,아들딸이90년대생이라 이해할려고 들어요,90년생이 온다,임홍택,장병관
3,황태자준,2020-08-29 10:56,그냥 편하게 듣고 가요~~~~!!!,90년생이 온다,임홍택,장병관
4,교,2020-07-22 00:14,요약본 첨 듣는데 넘 좋네요. 다른 도서도 찾아 들어야겠어요!,90년생이 온다,임홍택,장병관
5,도용하지마,2020-07-01 13:59,머머리 말할때 아나운서 살짝 웃음 ㅋㅋㅋㅋㅋ,90년생이 온다,임홍택,장병관
6,samuel jo,2020-06-24 12:52,맞아 내가 잘못한건 아니니까~ 난 그냥 90년대 생이야,90년생이 온다,임홍택,장병관
7,테라페이,2020-02-12 00:53,재미있게 들었습니다. ㅎㅎ,90년생이 온다,임홍택,장병관
8,ques****,2020-02-12 00:50,유익한 시가 잘 들엇어요,90년생이 온다,임홍택,장병관
9,하얀눈송이,2020-02-11 21:23,요즘 핫한 책이네요 직장생활한다면 모두가 들을만한 오디오북이에요,90년생이 온다,임홍택,장병관
10,래히,2020-02-11 21:22,90년대생이에요#,90년생이 온다,임홍택,장병관
11,부띄꾸,2020-02-11 00:22,잘들었어요,90년생이 온다,임홍택,장병관
12,와플,2020-02-10 21:57,잘들었습니다,90년생이 온다,임홍택,장병관
13,딜레마,2020-02-10 19:10,우왕 좋아요,90년생이 온다,임홍택,장병관
14,honey bee lover,2020-02-10 18:16,굿,90년생이 온다,임홍택,장병관
15,suuuuuuuu,2020-02-10 18:07,궁금했는데 있네요,90년생이 온다,임홍택,장병관
16,LunaSeoul,2020-02-10 17:49,잘들었어요,90년생이 온다,임홍택,장병관
17,appl****,2020-01-24 14:14,낭독자가 여러 버전으로 있는 것도 좋을 거 같아요! 밝은 분도 좋았지만 조금 낮은 목소리로 조용히 읽어주는 버전도 있으면 좋을 것 같아요! 개인적인 의견입니다~,90년생이 온다,임홍택,장병관
18,바른인,2020-01-17 13:26,알고있는거정리라고 느껴지는 80년생근데 공무원도 종류 매우 다양하며 워라벨 안맞는 사람  많으므로 종류별로 잘 알아보고 지원바람,90년생이 온다,임홍택,장병관
19,읏짜,2019-11-28 17:37,어서오시개~,90년생이 온다,임홍택,장병관
0,rkda****,2020-11-09 18:23,"우리 ""하나"" 목소리 들으려고 대여~! 구구단 빨리 컴백하길!!!","샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
1,알로,2020-10-19 21:57,논술학원에서 읽으라고 주신 책인데 사서 읽으니까 더 재미있네요,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
2,에스,2020-10-12 22:05,결국 구매했네요,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
3,그녀,2020-10-12 00:13,감사히 듣고 갑니다~,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
4,서현,2020-10-11 23:00,이건 추억이 담긴 동화네요~♡,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
5,may,2020-10-11 22:41,정말 재미있고 좋아요!,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
6,밍크,2020-10-11 22:35,정말   좋아하는 동화책 이에요.이책을 읽고 그냥 살아있다는거자체가 행복했습니다~♡,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
7,이지우,2020-10-11 22:11,세정언니 목소리 너무 좋아요🥰😘❤️,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
8,soy,2020-10-11 18:15,아이와 함께 즐겁게 들었습니다.감사해요11,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
9,강웨이,2020-10-11 04:50,격조 높은 낭독입니다잘 듣고 있어요,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
10,coka****,2020-10-11 01:06,다들 목소리 너무좋으네요  잘듣고있습니다,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
11,Jackie,2020-10-10 23:20,성우로서는 세정이 젤 나은듯☆☆   구구단 모두 응원해요!!,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
12,스경,2020-10-10 22:10,새벽에 일어나서 나쁜 일을 막기 위해 애썼지,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
13,신정민,2020-10-10 18:53,오디오 북 진짜 독특한 아이디어인 것 같아요~ 듣는것 만으로도 지식이 충전되는 것 같은 느낌이네요!!,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
14,강낭콩,2020-10-10 16:22,,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
15,긍정미소,2020-10-10 00:19,낭독 너무 잘하시는데요~?? 성우같아요~~♡.♡,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
16,스텔라,2020-09-10 15:16,너무 조아요,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
17,noni****,2020-09-04 16:55,,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
18,noni****,2020-09-04 11:01,,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
19,noni****,2020-09-04 07:45,,"샬롯의 거미줄 (구구단 세정, 미미, 하나 낭독)",엘윈 브룩스 화이트,구구단 세정 외 2인
0,알면용취,8시간 전,쿠폰으로 가볍게 들으면 좋은 정도,단숨에 정리되는 세계사 이야기,정헌경,남도형
1,zlxl****,2020-11-11 11:26,굿좝,단숨에 정리되는 세계사 이야기,정헌경,남도형
2,딩굴,2020-10-12 12:37,이정도 수준의 설명이라니 안타깝네요깊이도 없고 겉핥기식 역사나열이어서 재미도 없어요,단숨에 정리되는 세계사 이야기,정헌경,남도형
3,바른인,2020-10-12 00:28,샘플강의에서 신화인용하여 재밌게풀이해서 그런건지알고 구입.  그러기보단개괄적으로 정리함 타댓글처럼  도입부음악 거슬림,단숨에 정리되는 세계사 이야기,정헌경,남도형
4,다빵씨,2020-10-04 18:19,유용했어요~ 이해력이 높아지네요.,단숨에 정리되는 세계사 이야기,정헌경,남도형
5,레몬,2020-10-02 23:04,기본적 개념 정리 한 사람이 들으면 너무 재밌을 책이예요 ㅋㅋ 세계사 한참 안했더니 가물가물했는데 들으니 좋긴하네요~ 습관적으로 적으면서 듣고싶은데 ...ㅋㅋㅋㅋㅋ 오프라인 책이랑 같이사서 줄그으면서 개념정리 하며 들으면 중딩 세계사  부분은 나름 정리 될듯해요 ㅋ,단숨에 정리되는 세계사 이야기,정헌경,남도형
6,emi,2020-09-28 15:16,세계사(유럽역사)를 잘 알아갑니다. 역사를 좋아하는 데 이걸 오늘 듣고 정말 좋은 보물을 가지고 가는 것 같습니다. 정말 너무 재밌어요,단숨에 정리되는 세계사 이야기,정헌경,남도형
7,타나토스,2020-09-26 11:24,유럽 역사 재밌어요.  그리고 성우님 목소리 너무 좋습니다.,단숨에 정리되는 세계사 이야기,정헌경,남도형
8,simplelife,2020-09-21 21:46,이거 완전 비추합니다. 500백원 이하여야 하는데.. 이게 무슨 3천인가요?완전 실망입니다.,단숨에 정리되는 세계사 이야기,정헌경,남도형
9,ultr****,2020-09-19 06:15,왜 제목이 세계사 정리인지 몰겠네요. 그냥 유럽역사라고 해야되는거 아닌가요?? 그리고 음악 좀...,단숨에 정리되는 세계사 이야기,정헌경,남도형
10,맥뿌,2020-08-24 23:00,"면죄부(x), 면벌부(o) 인거 알게 되었네요 유익합니다",단숨에 정리되는 세계사 이야기,정헌경,남도형
11,masterK,2020-08-16 17:14,인트로 음악 볼륨에 깜짝 놀라네요. 내용은 재미 있습니다.,단숨에 정리되는 세계사 이야기,정헌경,남도형
12,CheeseRang,2020-08-16 00:19,음악이 너무 긴데다가 시끄럽네요.책 듣다 화들짝 놀랄 정도..음향하시는 분~~시그널 음악 없애거나 볼륨을 좀 줄여주세요.,단숨에 정리되는 세계사 이야기,정헌경,남도형
13,jennifer,2020-08-12 03:10,,단숨에 정리되는 세계사 이야기,정헌경,남도형
14,눈린,2020-06-30 19:51,처음에 시작할때 목소리에 비해 배경음악이 조금 크지 않나 싶어요 좀만 낮춰주시면 더 듣기 편할거같아요!,단숨에 정리되는 세계사 이야기,정헌경,남도형
15,하리보,2020-04-29 05:05,도형님 덕분에 좋은거 알아갑니다 ㅠㅠㅠㅠㅜㅠ,단숨에 정리되는 세계사 이야기,정헌경,남도형
16,Jaly,2019-05-15 22:02,남도형 성우님 목소리로 세계사를 배우다니 구매할 수 밖에 없었어요ㅠㅠ 너무 좋아요ㅠㅠㅠ❤❤,단숨에 정리되는 세계사 이야기,정헌경,남도형
0,momo,2020-11-10 02:04,댓글보면 사람들이 왜이래 정말 발음얘기만 댓글 남기고.. 저 외국인인데 저에게 발음 아무 문제 없는데 잘 듣고 특징 있다고 생각해요 정말,내가 원하는 것을 나도 모를 때,전승환,전승환
